species,zoonotic_capacity_score,above_50,top_10_percent,bootstraps_above_50,mean_zoonotic_capacity_score,sd_zoonotic_capacity_score
Pygathrix nigripes,0.959295911,1,1,50,0.921030268,0.031753621
Pygeretmus platyurus,0.244399604,0,0,0,0.310915098,0.06687054
Pygeretmus pumilio,0.1464611,0,0,0,0.25686513,0.06585892
Pygeretmus shitkovi,0.162080631,0,0,0,0.261390966,0.061121808
Pygoderma bilabiatum,0.190635834,0,0,0,0.262024376,0.08338433
Rangifer tarandus,0.590409236,1,0,46,0.616747533,0.095603239
Raphicerus campestris,0.678218137,1,0,47,0.641630975,0.083156912
Raphicerus melanotis,0.439352517,0,0,9,0.430821504,0.092773874
Raphicerus sharpei,0.68539714,1,0,50,0.652100241,0.071755605
Rattus adustus,0.829240671,1,1,50,0.754420595,0.07013284
Rattus andamanensis,0.603331374,1,0,47,0.615443761,0.097007075
Rattus annandalei,0.797144273,1,0,50,0.751486403,0.073108479
Rattus arfakiensis,0.095538702,0,0,0,0.169089945,0.063329739
Rattus argentiventer,0.839482127,1,1,50,0.781959835,0.086837572
Rattus arrogans,0.081777703,0,0,0,0.148150488,0.054747154
Rattus baluensis,0.836715574,1,1,50,0.761572025,0.074721603
Rattus blangorum,0.106929763,0,0,0,0.180186025,0.055207814
Rattus bontanus,0.748176727,1,0,49,0.652471226,0.078111608
Rattus burrus,0.687480064,1,0,50,0.680075239,0.085492899
Rattus colletti,0.55939433,1,0,33,0.559045844,0.107660605
Rattus elaphinus,0.588430934,1,0,39,0.56358958,0.07963778
Rattus enganus,0.833215392,1,1,50,0.758143599,0.06928704
Rattus everetti,0.835025257,1,1,50,0.778121839,0.081419593
Rattus exulans,0.707181968,1,0,49,0.706237709,0.100397742
Rattus feliceus,0.792937492,1,0,50,0.715562623,0.091067429
Rattus fuscipes,0.467397464,0,0,25,0.500393749,0.10085967
Rattus giluwensis,0.533789527,1,0,39,0.567341453,0.090891048
Rattus hainaldi,0.703594762,1,0,47,0.641145806,0.073367873
Rattus hoffmanni,0.758617217,1,0,49,0.69777752,0.082367317
Rattus hoogerwerfi,0.519556133,1,0,37,0.545242461,0.078170363
Rattus jobiensis,0.738156655,1,0,50,0.688868911,0.090867693
Rattus koopmani,0.875550757,1,1,50,0.778617641,0.071841168
Rattus korinchi,0.615900408,1,0,45,0.597310408,0.079450809
Rattus leucopus,0.677167229,1,0,49,0.662503762,0.095930541
Rattus losea,0.731878422,1,0,49,0.69455491,0.089953677
Rattus lugens,0.791127788,1,0,50,0.733231734,0.083642283
Rattus lutreolus,0.465003581,0,0,23,0.485712256,0.108463798
Rattus macleari,0.081368406,0,0,0,0.149688829,0.055335108
Rattus marmosurus,0.751434813,1,0,48,0.690238831,0.081860864
Rattus mindorensis,0.851509858,1,1,50,0.784080925,0.081201319
Rattus mollicomulus,0.705493413,1,0,48,0.641745417,0.069721388
Rattus montanus,0.520458528,1,0,37,0.555088653,0.08378931
Rattus mordax,0.548875307,1,0,41,0.605838813,0.100641246
Rattus morotaiensis,0.84949752,1,1,50,0.76476186,0.076808565
Rattus nativitatis,0.084278129,0,0,0,0.152114747,0.055903583
Rattus niobe,0.039945594,0,0,0,0.112511131,0.049643992
Rattus nitidus,0.40249072,0,0,25,0.494839932,0.100060628
Rattus norvegicus,0.306524619,0,0,4,0.400821946,0.09141934
Rattus novaeguineae,0.51660215,1,0,35,0.545172831,0.101973733
Rattus omichlodes,0.084564019,0,0,0,0.154508842,0.06411964
Rattus osgoodi,0.584603367,1,0,38,0.562849309,0.072086756
Rattus palmarum,0.80959706,1,0,50,0.759948393,0.074055642
Rattus pelurus,0.878236234,1,1,50,0.780747975,0.072310083
Rattus pococki,0.067309417,0,0,0,0.145343284,0.053245121
Rattus praetor,0.656702282,1,0,50,0.657916714,0.094553454
Rattus pyctoris,0.38169612,0,0,17,0.450500609,0.077170697
Rattus ranjiniae,0.794015731,1,0,50,0.725740361,0.074141667
Rattus rattus,0.360770431,0,0,18,0.444984331,0.103075339
Rattus richardsoni,0.552333878,1,0,26,0.51934975,0.093203341
Rattus salocco,0.111849375,0,0,0,0.171545719,0.061221156
Rattus sanila,0.072728418,0,0,0,0.15180416,0.052325226
Rattus satarae,0.09201786,0,0,0,0.164704241,0.052668728
Rattus simalurensis,0.71112841,1,0,49,0.688176976,0.088297676
Rattus sordidus,0.357014257,0,0,13,0.446399558,0.08824988
Rattus steini,0.511066669,1,0,39,0.576973558,0.096683561
Rattus stoicus,0.793052913,1,0,50,0.739135511,0.077418061
Rattus tanezumi,0.096554048,0,0,0,0.197103147,0.05839743
Rattus tawitawiensis,0.681131505,1,0,49,0.663432614,0.087518834
Rattus timorensis,0.637547865,1,0,47,0.605089859,0.073759882
Rattus tiomanicus,0.792254237,1,0,50,0.765524047,0.088143366
Rattus tunneyi,0.498393208,0,0,30,0.528125204,0.096767039
Rattus vandeuseni,0.553840722,1,0,27,0.525522966,0.096860999
Rattus verecundus,0.50754605,1,0,32,0.541991918,0.088690843
Rattus villosissimus,0.417076539,0,0,16,0.458687273,0.100293577
Rattus xanthurus,0.761595866,1,0,49,0.67619874,0.077299611
Ratufa affinis,0.833141215,1,1,50,0.813609577,0.068746377
Ratufa bicolor,0.692983667,1,0,50,0.730471666,0.090434125
Ratufa indica,0.762353978,1,0,50,0.764581326,0.078327929
Ratufa macroura,0.660864361,1,0,49,0.691451629,0.092646447
Redunca arundinum,0.548297212,1,0,30,0.517724232,0.085811798
Redunca fulvorufula,0.469741841,0,0,21,0.48210288,0.085592035
Redunca redunca,0.800833369,1,0,50,0.763622961,0.063850016
Reithrodon auritus,0.125369518,0,0,0,0.206141156,0.068949704
Reithrodon typicus,0.06376051,0,0,0,0.126430389,0.044540558
Reithrodontomys brevirostris,0.342822308,0,0,12,0.431978214,0.093217939
Reithrodontomys burti,0.255989564,0,0,1,0.320826008,0.079852348
Reithrodontomys chrysopsis,0.254143494,0,0,2,0.324236006,0.091488934
Reithrodontomys creper,0.624968945,1,0,41,0.602513345,0.091615779
Reithrodontomys darienensis,0.63949103,1,0,47,0.620602164,0.092045375
Reithrodontomys fulvescens,0.118373398,0,0,0,0.240212796,0.073443654
Reithrodontomys gracilis,0.437538995,0,0,29,0.519547195,0.093301951
Reithrodontomys hirsutus,0.344931327,0,0,5,0.379480119,0.084133339
Reithrodontomys humulis,0.240399719,0,0,3,0.352425252,0.097727099
Reithrodontomys megalotis,0.322828121,0,0,8,0.383325441,0.106958966
Reithrodontomys mexicanus,0.35449716,0,0,18,0.470005816,0.094846361
Reithrodontomys microdon,0.401241975,0,0,14,0.445092122,0.096567324
Reithrodontomys montanus,0.167378027,0,0,0,0.265018813,0.08702445
Reithrodontomys paradoxus,0.582650725,1,0,40,0.587533228,0.088756111
Reithrodontomys raviventris,0.215483975,0,0,0,0.273597827,0.088783755
Reithrodontomys rodriguezi,0.50973911,1,0,27,0.502221357,0.094161357
Reithrodontomys spectabilis,0.60449653,1,0,37,0.563457242,0.085052834
Reithrodontomys sumichrasti,0.34276111,0,0,14,0.441287912,0.101868472
Reithrodontomys tenuirostris,0.492235558,0,0,24,0.497570402,0.092517283
Reithrodontomys zacatecae,0.184325494,0,0,0,0.272508797,0.078741318
Rhabdomys dilectus,0.094614262,0,0,0,0.181341148,0.052617825
Rhabdomys pumilio,0.268770608,0,0,1,0.344706032,0.081865924
Rhagamys orthodon,0.070083564,0,0,0,0.14062318,0.054816804
Rhagomys longilingua,0.111337442,0,0,0,0.162382171,0.057438569
Rhagomys rufescens,0.323239878,0,0,1,0.368171063,0.077054634
Rheithrosciurus macrotis,0.839642586,1,1,50,0.788219328,0.070999247
Rheomys mexicanus,0.620790701,1,0,31,0.522433161,0.0900623
Rheomys raptor,0.848424437,1,1,50,0.726000947,0.078323784
Rheomys thomasi,0.75000996,1,0,48,0.641481197,0.079278538
Rheomys underwoodi,0.851517949,1,1,50,0.725339026,0.078579173
Rhinoceros sondaicus,0.934364983,1,1,50,0.857531543,0.055952633
Rhinoceros unicornis,0.930929696,1,1,50,0.871601655,0.051588243
Rhinolophus acuminatus,0.839386332,1,1,50,0.723307245,0.085372938
Rhinolophus adami,0.348873289,0,0,1,0.355330626,0.083043064
Rhinolophus affinis,0.583591452,1,0,29,0.508096678,0.114618928
Rhinolophus alcyone,0.256188358,0,0,4,0.345142251,0.116812223
Rhinolophus arcuatus,0.647546013,1,0,38,0.595089687,0.100759946
Rhinolophus beddomei,0.727540156,1,0,49,0.671676246,0.084081472
Rhinolophus blasii,0.123020051,0,0,0,0.223612016,0.088836293
Rhinolophus bocharicus,0.23913916,0,0,3,0.331458761,0.101570068
Rhinolophus borneensis,0.75691826,1,0,49,0.683368508,0.089434035
Rhinolophus canuti,0.83316892,1,1,50,0.686019896,0.086962174
Rhinolophus capensis,0.060873461,0,0,0,0.134799282,0.064176394
Rhinolophus celebensis,0.615919916,1,0,35,0.547826718,0.105878386
Rhinolophus clivosus,0.110606378,0,0,0,0.190974486,0.075511397
Rhinolophus coelophyllus,0.722102814,1,0,49,0.662377406,0.08714857
Rhinolophus cognatus,0.632405629,1,0,46,0.61858764,0.084927229
Rhinolophus convexus,0.632977394,1,0,42,0.591022949,0.089831684
Rhinolophus cornutus,0.389658792,0,0,4,0.382980679,0.091804203
Rhinolophus creaghi,0.647188453,1,0,47,0.620348821,0.082359774
Rhinolophus darlingi,0.112529736,0,0,0,0.186152731,0.066456318
Rhinolophus deckenii,0.507098057,1,0,32,0.52995189,0.080467778
Rhinolophus denti,0.115753754,0,0,0,0.193545304,0.079479046
Rhinolophus eloquens,0.300181599,0,0,6,0.394715186,0.085481282
Rhinolophus euryale,0.170745893,0,0,1,0.278494499,0.09516998
Rhinolophus euryotis,0.452805505,0,0,16,0.463924245,0.088513903
Rhinolophus ferrumequinum,0.096571719,0,0,0,0.196842876,0.10489949
Rhinolophus formosae,0.677328573,1,0,42,0.56164285,0.087158106
Rhinolophus fumigatus,0.164720842,0,0,1,0.250428509,0.088186012
Rhinolophus guineensis,0.497859256,0,0,31,0.521845004,0.0898062
Rhinolophus hildebrandtii,0.241752932,0,0,1,0.30698915,0.084716924
Rhinolophus hilli,0.418782733,0,0,3,0.395449112,0.08459875
Rhinolophus hillorum,0.548425131,1,0,35,0.546124808,0.087209294
Rhinolophus hipposideros,0.149125173,0,0,1,0.241142714,0.095661164
Rhinolophus imaizumii,0.61906687,1,0,29,0.52741762,0.106068558
Rhinolophus inops,0.817396245,1,0,50,0.716954162,0.080529032
Rhinolophus keyensis,0.725316205,1,0,49,0.669809468,0.087720865
Rhinolophus landeri,0.111393409,0,0,1,0.205412303,0.091431328
Rhinolophus lepidus,0.426878784,0,0,10,0.423252348,0.097254711
Rhinolophus luctus,0.486390898,0,0,22,0.486724163,0.105901093
Rhinolophus maclaudi,0.711604195,1,0,47,0.645481375,0.084784063
Rhinolophus macrotis,0.708257831,1,0,40,0.605830336,0.140118746
Rhinolophus madurensis,0.753527747,1,0,46,0.635491674,0.092231171
Rhinolophus maendeleo,0.65115108,1,0,44,0.597895531,0.085371026
Rhinolophus malayanus,0.697802477,1,0,48,0.649041342,0.0933027
Rhinolophus marshalli,0.610673571,1,0,42,0.582074265,0.091092605
Rhinolophus megaphyllus,0.350647348,0,0,3,0.345255506,0.086821272
Rhinolophus mehelyi,0.169543428,0,0,1,0.259965704,0.085812325
Rhinolophus mitratus,0.654770967,1,0,41,0.582219901,0.081264469
Rhinolophus monoceros,0.490366953,0,0,14,0.447857833,0.101049648
Rhinolophus montanus,0.773638329,1,0,50,0.683310027,0.083444977
Rhinolophus nereis,0.759385602,1,0,50,0.66603534,0.079667335
Rhinolophus osgoodi,0.57676022,1,0,23,0.481051294,0.105538673
Rhinolophus paradoxolophus,0.504872384,1,0,24,0.497956318,0.088652352
Rhinolophus pearsonii,0.631984411,1,0,32,0.552703243,0.131974109
Rhinolophus philippinensis,0.661402543,1,0,43,0.609554177,0.093975453
Rhinolophus pusillus,0.245195414,0,0,8,0.335034684,0.131871205
Rhinolophus rex,0.582495904,1,0,25,0.489082724,0.082390729
Rhinolophus robinsoni,0.708044155,1,0,50,0.659392831,0.085061345
Rhinolophus rouxii,0.612886397,1,0,37,0.577891349,0.091023607
Rhinolophus rufus,0.889719753,1,1,50,0.770216986,0.080920948
Rhinolophus ruwenzorii,0.549841838,1,0,30,0.519270564,0.081231935
Rhinolophus sakejiensis,0.25150966,0,0,0,0.298550202,0.085474296
Rhinolophus sedulus,0.656392538,1,0,45,0.62916286,0.089915862
Rhinolophus shameli,0.710855673,1,0,48,0.653604857,0.092776064
Rhinolophus shortridgei,0.651700077,1,0,47,0.614556942,0.094690455
Rhinolophus siamensis,0.073453718,0,0,0,0.139041253,0.053755594
Rhinolophus silvestris,0.395463121,0,0,6,0.40952956,0.083461742
Rhinolophus simulator,0.180079744,0,0,1,0.282209063,0.082194432
Rhinolophus sinicus,0.353935796,0,0,11,0.43639641,0.146204472
Rhinolophus stheno,0.750556272,1,0,49,0.666956037,0.084419328
Rhinolophus subbadius,0.266501538,0,0,2,0.370988702,0.08718989
Rhinolophus subrufus,0.844362496,1,1,50,0.725505613,0.085195562
Rhinolophus swinnyi,0.143251766,0,0,0,0.232725463,0.075788106
Rhinolophus thomasi,0.506748064,1,0,30,0.513805636,0.088607066
Rhinolophus trifoliatus,0.648477623,1,0,49,0.624091049,0.079699311
Rhinolophus virgo,0.827728933,1,1,50,0.716639867,0.091950919
Rhinolophus yunanensis,0.374108089,0,0,5,0.402532181,0.077421067
Rhinolophus ziama,0.062284974,0,0,0,0.114556682,0.05253197
Rhinonicteris aurantia,0.544389174,1,0,18,0.468829264,0.108943778
Rhinophylla alethina,0.339911722,0,0,19,0.459797326,0.092225847
Rhinophylla fischerae,0.565194069,1,0,37,0.563893213,0.096353788
Rhinophylla pumilio,0.500415841,1,0,31,0.533264479,0.096018836
Rhinopithecus avunculus,0.920779937,1,1,50,0.845287592,0.047154961
Rhinopithecus bieti,0.869861239,1,1,50,0.799120838,0.05788036
Rhinopithecus brelichi,0.941541972,1,1,50,0.864747816,0.048147006
Rhinopithecus roxellana,0.953727908,1,1,50,0.892187999,0.044605943
Rhinopoma hardwickii,0.300739212,0,0,2,0.348332459,0.092939003
Rhinopoma macinnesi,0.473610735,0,0,18,0.481592606,0.091253286
Rhinopoma microphyllum,0.369726029,0,0,6,0.405730816,0.093313822
Rhinopoma muscatellum,0.246633035,0,0,3,0.34368723,0.092870694
Rhinosciurus laticaudatus,0.867520468,1,1,50,0.798156667,0.078426415
Rhipidomys austrinus,0.232296624,0,0,0,0.331773456,0.089263826
Rhipidomys caucensis,0.09163599,0,0,0,0.168460419,0.059909569
Rhipidomys couesi,0.078173795,0,0,0,0.157840632,0.05698001
Rhipidomys emiliae,0.101845595,0,0,0,0.184363855,0.051922025
Rhipidomys fulviventer,0.525047331,1,0,34,0.539950429,0.085185349
Rhipidomys gardneri,0.073409491,0,0,0,0.150758874,0.05663988
Rhipidomys latimanus,0.551188961,1,0,43,0.605687359,0.09071045
Rhipidomys leucodactylus,0.362788318,0,0,12,0.448651169,0.098836091
Rhipidomys macconnelli,0.442965131,0,0,19,0.478333146,0.088290171
Rhipidomys macrurus,0.101048401,0,0,0,0.183062478,0.051906493
Rhipidomys mastacalis,0.138734953,0,0,0,0.233502505,0.058201719
Rhipidomys modicus,0.083391396,0,0,0,0.164235905,0.060142971
Rhipidomys nitela,0.668329805,1,0,47,0.635879377,0.092540884
Rhipidomys ochrogaster,0.333604063,0,0,6,0.388070868,0.096441889
Rhipidomys venezuelae,0.588919575,1,0,47,0.626642733,0.080883697
Rhipidomys venustus,0.598597056,1,0,41,0.580356641,0.084467558
Rhipidomys wetzeli,0.453935462,0,0,23,0.500683422,0.086986558
Rhizomys pruinosus,0.536320934,1,0,38,0.579356204,0.099261705
Rhizomys sinensis,0.65594213,1,0,40,0.562316692,0.103077073
Rhizomys sumatrensis,0.727091823,1,0,50,0.712338095,0.100145205
Rhizoplagiodontia lemkei,0.101801057,0,0,0,0.161003397,0.059964401
Rhogeessa aeneus,0.592099578,1,0,43,0.587620384,0.085156889
Rhogeessa alleni,0.231461939,0,0,2,0.338714805,0.090678298
Rhogeessa genowaysi,0.51541728,1,0,30,0.523161027,0.092102116
Rhogeessa gracilis,0.346937473,0,0,9,0.423376181,0.094651124
Rhogeessa hussoni,0.468043905,0,0,24,0.481914095,0.103350434
Rhogeessa io,0.543473445,1,0,30,0.536333099,0.089190418
Rhogeessa minutilla,0.489890372,0,0,26,0.506577343,0.091174478
Rhogeessa mira,0.345603893,0,0,6,0.397017201,0.098083634
Rhogeessa parvula,0.306411432,0,0,3,0.359045857,0.093721744
Rhogeessa tumida,0.399241303,0,0,16,0.462942483,0.093864978
Rhombomys opimus,0.462247158,0,0,9,0.426478606,0.079016266
Rhynchocyon chrysopygus,0.660931203,1,0,46,0.628889474,0.087255572
Rhynchocyon cirnei,0.435624068,0,0,17,0.471651689,0.078219216
Rhynchocyon petersi,0.764080573,1,0,49,0.696305812,0.077916156
Rhynchogale melleri,0.430131954,0,0,15,0.463260448,0.089250725
Rhyncholestes raphanurus,0.170307549,0,0,0,0.246376155,0.084179709
Rhynchomeles prattorum,0.750288969,1,0,48,0.670308976,0.085927187
Rhynchomys isarogensis,0.807990305,1,0,50,0.71071366,0.082491697
Rhynchomys soricoides,0.667287245,1,0,46,0.614757229,0.086378301
Rhynchonycteris naso,0.500534155,1,0,26,0.502671392,0.089059933
Romerolagus diazi,0.662056734,1,0,39,0.561509071,0.105340325
Rousettus aegyptiacus,0.200554933,0,0,3,0.264192605,0.122366465
Rousettus amplexicaudatus,0.853906991,1,1,50,0.777300931,0.080955211
Rousettus bidens,0.715632126,1,0,49,0.658604018,0.079696891
Rousettus celebensis,0.707466735,1,0,48,0.657880267,0.078864235
Rousettus lanosus,0.412965069,0,0,21,0.482705116,0.09050646
Rousettus leschenaultii,0.530245807,1,0,30,0.527982709,0.106982454
Rousettus linduensis,0.100838746,0,0,0,0.149084192,0.059050494
Rousettus madagascariensis,0.514026287,1,0,42,0.560506029,0.077004144
Rousettus obliviosus,0.60383784,1,0,39,0.563562481,0.075390024
Rousettus spinalatus,0.606696245,1,0,45,0.589665998,0.077391383
Rubrisciurus rubriventer,0.766336977,1,0,50,0.712079765,0.07855629
Rucervus duvaucelii,0.932093135,1,1,50,0.859968832,0.045627662
Rucervus eldii,0.935899277,1,1,50,0.87697412,0.047716253
Rucervus schomburgki,0.230458322,0,0,0,0.269230374,0.067117202
Rupicapra pyrenaica,0.661407296,1,0,45,0.587486469,0.079193556
Rupicapra rupicapra,0.751732358,1,0,49,0.703734314,0.075827935
Rusa alfredi,0.943673829,1,1,50,0.861952036,0.049050793
Rusa marianna,0.953629996,1,1,50,0.887303338,0.047855601
Rusa timorensis,0.94314464,1,1,50,0.857465184,0.054795723
Rusa unicolor,0.774206641,1,0,50,0.743243735,0.072484494
Ruwenzorisorex suncoides,0.287522963,0,0,5,0.376366866,0.091804776
Saccolaimus flaviventris,0.243073823,0,0,0,0.265594816,0.075208159
Saccolaimus mixtus,0.707533862,1,0,45,0.609844829,0.094573721
Saccolaimus peli,0.585395627,1,0,42,0.565132984,0.086904487
Saccolaimus saccolaimus,0.852514609,1,1,50,0.724227115,0.083096984
Saccopteryx antioquensis,0.547841714,1,0,25,0.50094865,0.091190464
Saccopteryx bilineata,0.43773897,0,0,10,0.427168554,0.090673742
Saccopteryx canescens,0.641647034,1,0,44,0.594137414,0.090128333
Saccopteryx gymnura,0.516246951,1,0,30,0.508698021,0.087781062
Saccopteryx leptura,0.567762219,1,0,39,0.563852892,0.088196198
Saccostomus campestris,0.191849823,0,0,0,0.246413297,0.067144526
Saccostomus mearnsi,0.396103561,0,0,22,0.489471226,0.086632431
Saguinus bicolor,0.869210443,1,1,50,0.811190407,0.054951422
Saguinus fuscicollis,0.869831496,1,1,50,0.815556551,0.056231421
Saguinus geoffroyi,0.90628383,1,1,50,0.865803491,0.042320575
Saguinus graellsi,0.875745049,1,1,50,0.80748584,0.057866061
Saguinus imperator,0.867176008,1,1,50,0.811224109,0.05810873
Saguinus inustus,0.810024586,1,0,50,0.738356543,0.081083448
Saguinus labiatus,0.875158015,1,1,50,0.81639497,0.056754817
Saguinus leucopus,0.778560826,1,0,50,0.757899145,0.063308255
Saguinus martinsi,0.814616271,1,0,50,0.758636296,0.069497892
Saguinus melanoleucus,0.753693428,1,0,49,0.703714664,0.076763748
Saguinus midas,0.855253104,1,1,50,0.800670771,0.064492817
Saguinus mystax,0.872210939,1,1,50,0.820464849,0.061556519
Saguinus niger,0.846675112,1,1,50,0.809955664,0.0576181
Saguinus nigricollis,0.884435819,1,1,50,0.810505834,0.062238538
Saguinus oedipus,0.901839249,1,1,50,0.865158135,0.040769992
Saguinus pileatus,0.80578994,1,0,50,0.750955018,0.074914236
Saguinus tripartitus,0.71451585,1,0,47,0.659837815,0.088168934
Saiga borealis,0.550341403,1,0,31,0.520063105,0.070879171
Saiga tatarica,0.667761808,1,0,46,0.604152408,0.071990851
Saimiri boliviensis,0.912356609,1,1,50,0.868621992,0.047955144
Saimiri oerstedii,0.949763847,1,1,50,0.910769612,0.033504675
Saimiri sciureus,0.937037428,1,1,50,0.89646851,0.038059135
Saimiri ustus,0.83560261,1,1,50,0.790448962,0.064111798
Saimiri vanzolinii,0.867541872,1,1,50,0.807209811,0.058088233
Salanoia concolor,0.727057403,1,0,48,0.695525288,0.0817589
Salinoctomys loschalchalerosorum,0.078452895,0,0,0,0.134235636,0.052544151
Salinomys delicatus,0.047772413,0,0,0,0.125126055,0.051764696
Salpingotulus michaelis,0.390622457,0,0,7,0.409829677,0.086200677
Salpingotus crassicauda,0.212787392,0,0,0,0.30189196,0.080016357
Salpingotus heptneri,0.134786292,0,0,0,0.213552818,0.072576945
Salpingotus kozlovi,0.134927719,0,0,0,0.24643649,0.08286944
