species,zoonotic_capacity_score,above_50,top_10_percent,bootstraps_above_50,mean_zoonotic_capacity_score,sd_zoonotic_capacity_score
Mesocricetus auratus,0.859472018,1,1,49,0.766736843,0.104919108
Mesocricetus brandti,0.411068916,0,0,16,0.472176823,0.080871814
Mesocricetus newtoni,0.342470983,0,0,6,0.4146978,0.074917836
Mesocricetus raddei,0.385186874,0,0,13,0.462065542,0.073652904
Mesomys hispidus,0.680293804,1,0,48,0.639219563,0.087293468
Mesomys leniceps,0.097656159,0,0,0,0.141297096,0.056667242
Mesomys occultus,0.082489982,0,0,0,0.142019319,0.055976174
Mesomys stimulax,0.667214607,1,0,47,0.626246913,0.088074803
Mesophylla macconnelli,0.573804543,1,0,40,0.589665998,0.098698796
Mesoplodon bidens,0.165313966,0,0,0,0.225341128,0.056281924
Mesoplodon bowdoini,0.151017725,0,0,0,0.209784269,0.055864189
Mesoplodon carlhubbsi,0.166647703,0,0,0,0.226646797,0.056389573
Mesoplodon densirostris,0.198101705,0,0,0,0.254344317,0.054937359
Mesoplodon europaeus,0.168772965,0,0,0,0.223717882,0.058254683
Mesoplodon ginkgodens,0.156933815,0,0,0,0.227017761,0.058820518
Mesoplodon grayi,0.143713791,0,0,0,0.196645747,0.058399251
Mesoplodon hectori,0.155792366,0,0,0,0.215680122,0.058373233
Mesoplodon layardii,0.156048755,0,0,0,0.217598669,0.057598098
Mesoplodon mirus,0.145786434,0,0,0,0.218727493,0.059406847
Mesoplodon perrini,0.199933933,0,0,0,0.24325276,0.064749308
Mesoplodon peruvianus,0.161854023,0,0,0,0.223633683,0.056133618
Mesoplodon stejnegeri,0.156220824,0,0,0,0.218295285,0.0556352
Mesoplodon traversii,0.172815669,0,0,0,0.225533827,0.05440621
Metachirus nudicaudatus,0.436935115,0,0,27,0.510040172,0.094304257
Micaelamys granti,0.094990035,0,0,0,0.165020873,0.065071703
Micaelamys namaquensis,0.23172397,0,0,2,0.3333338,0.10210077
Micoureus alstoni,0.548626811,1,0,42,0.574351205,0.079939038
Micoureus constantiae,0.208492206,0,0,0,0.295560615,0.073002335
Micoureus demerarae,0.345820122,0,0,16,0.453271854,0.095379967
Micoureus paraguayanus,0.057944455,0,0,0,0.14945357,0.058294341
Micoureus phaeus,0.052317619,0,0,0,0.112944552,0.047529158
Micoureus regina,0.455692603,0,0,28,0.499546481,0.083863452
Microakodontomys transitorius,0.10432387,0,0,0,0.156144482,0.058211952
Microcavia australis,0.14301481,0,0,0,0.216093545,0.070555862
Microcavia niata,0.176594084,0,0,0,0.245115378,0.071014118
Microcavia shiptoni,0.258639487,0,0,0,0.283888236,0.077810196
Microcebus berthae,0.79874208,1,0,50,0.717367203,0.065277197
Microcebus griseorufus,0.630492116,1,0,48,0.64435716,0.076361508
Microcebus murinus,0.623661667,1,0,48,0.660122845,0.072406509
Microcebus myoxinus,0.696182582,1,0,50,0.686190189,0.076025518
Microcebus ravelobensis,0.819875769,1,0,50,0.759950774,0.055981798
Microcebus rufus,0.615086941,1,0,48,0.636823091,0.07120773
Microcebus sambiranensis,0.714139341,1,0,50,0.668171728,0.07457578
Microcebus tavaratra,0.857753933,1,1,50,0.784392841,0.058236824
Microdillus peeli,0.487955544,0,0,29,0.526189107,0.085066004
Microdipodops megacephalus,0.100297817,0,0,0,0.171542967,0.069919858
Microdipodops pallidus,0.183974628,0,0,0,0.221254947,0.070534558
Microgale brevicaudata,0.409365036,0,0,13,0.452203819,0.091039841
Microgale cowani,0.522919735,1,0,35,0.529350415,0.075402502
Microgale dobsoni,0.338409274,0,0,4,0.381459203,0.086487367
Microgale drouhardi,0.523357916,1,0,35,0.534312219,0.075099271
Microgale dryas,0.63225402,1,0,40,0.580449851,0.075542862
Microgale fotsifotsy,0.414258887,0,0,22,0.480223503,0.077429861
Microgale gracilis,0.484847657,0,0,29,0.503372545,0.078099571
Microgale gymnorhyncha,0.518486633,1,0,35,0.53366818,0.080644061
Microgale longicaudata,0.465748293,0,0,25,0.479146617,0.080271154
Microgale monticola,0.488662646,0,0,22,0.470498257,0.085243161
Microgale nasoloi,0.425805207,0,0,7,0.405140418,0.082258135
Microgale parvula,0.381889831,0,0,19,0.470036863,0.07663764
Microgale principula,0.411632076,0,0,23,0.475355882,0.078029644
Microgale pusilla,0.403048344,0,0,24,0.481958595,0.079601927
Microgale soricoides,0.479866508,0,0,32,0.510126899,0.079654057
Microgale taiva,0.451326718,0,0,28,0.48672574,0.073213113
Microgale talazaci,0.370063293,0,0,7,0.395779086,0.09174963
Microgale thomasi,0.52415497,1,0,30,0.500177192,0.076402447
Microhydromys musseri,0.746964608,1,0,48,0.650693399,0.09443753
Microhydromys richardsoni,0.378519795,0,0,9,0.430289221,0.083817693
Micromurexia habbema,0.455155536,0,0,22,0.503479267,0.092084542
Micromys minutus,0.680380953,1,0,37,0.59815088,0.117941976
Micronycteris brosseti,0.212441921,0,0,1,0.299127192,0.081812964
Micronycteris hirsuta,0.562732735,1,0,45,0.589351485,0.095428737
Micronycteris homezi,0.476405159,0,0,24,0.495221444,0.089030251
Micronycteris matses,0.418633682,0,0,9,0.422885959,0.08734942
Micronycteris megalotis,0.528117332,1,0,33,0.553313444,0.092330033
Micronycteris microtis,0.406939019,0,0,15,0.460957138,0.08818331
Micronycteris minuta,0.347503569,0,0,8,0.428026466,0.094984561
Micronycteris sanborni,0.364033467,0,0,8,0.413337827,0.092058974
Micronycteris schmidtorum,0.463401789,0,0,27,0.51644419,0.098880338
Microperoryctes longicauda,0.49415347,0,0,37,0.551754357,0.088261339
Microperoryctes murina,0.516987059,1,0,25,0.503019944,0.093585659
Microperoryctes papuensis,0.508831193,1,0,29,0.522213699,0.083272706
Micropotamogale lamottei,0.490527909,0,0,27,0.517827983,0.090866218
Micropotamogale ruwenzorii,0.367655443,0,0,15,0.441331821,0.089339845
Micropteropus intermedius,0.455768534,0,0,26,0.486773409,0.086959088
Micropteropus pusillus,0.549483614,1,0,38,0.56628175,0.087261005
Microryzomys altissimus,0.267170971,0,0,2,0.372482039,0.091042747
Microryzomys minutus,0.310040009,0,0,5,0.392842498,0.096251285
Microsciurus alfari,0.690926568,1,0,48,0.667325878,0.083698424
Microsciurus flaviventer,0.575089539,1,0,33,0.53966375,0.092076354
Microsciurus mimulus,0.685934592,1,0,48,0.661153843,0.088222737
Microsciurus santanderensis,0.465010267,0,0,22,0.468625305,0.087537365
Microtus abbreviatus,0.35030226,0,0,0,0.309466514,0.073209712
Microtus agrestis,0.654012191,1,0,38,0.57932537,0.106733085
Microtus anatolicus,0.106576375,0,0,0,0.155235211,0.059903114
Microtus arvalis,0.575754813,1,0,35,0.532481728,0.101118514
Microtus bavaricus,0.123202702,0,0,0,0.180891661,0.061981193
Microtus brachycercus,0.069348569,0,0,0,0.125699917,0.053585445
Microtus breweri,0.583681463,1,0,21,0.505411471,0.101268063
Microtus cabrerae,0.358584513,0,0,2,0.375642928,0.080695557
Microtus californicus,0.48134584,0,0,17,0.460759047,0.096013715
Microtus canicaudus,0.485950723,0,0,16,0.442302116,0.102783482
Microtus chrotorrhinus,0.258339209,0,0,1,0.341281583,0.087156055
Microtus clarkei,0.598787731,1,0,38,0.548953993,0.076022056
Microtus daghestanicus,0.30383832,0,0,1,0.358504328,0.080974051
Microtus dogramacii,0.119699697,0,0,0,0.156790231,0.059851491
Microtus duodecimcostatus,0.295356838,0,0,2,0.341294416,0.088166539
Microtus evoronensis,0.586080211,1,0,16,0.451647699,0.087440028
Microtus felteni,0.337322599,0,0,2,0.345222057,0.081679419
Microtus fortis,0.706006214,1,0,35,0.57308811,0.116489472
Microtus gerbei,0.247271371,0,0,0,0.305535008,0.080004686
Microtus gregalis,0.419483344,0,0,11,0.416082712,0.085428696
Microtus guatemalensis,0.664452043,1,0,42,0.592884486,0.084930021
Microtus guentheri,0.78308099,1,0,46,0.670529106,0.106191664
Microtus ilaeus,0.477951179,0,0,17,0.450930789,0.089928357
Microtus irani,0.149830483,0,0,0,0.192320376,0.05579698
Microtus kikuchii,0.71197032,1,0,44,0.58507761,0.094098961
Microtus levis,0.434493277,0,0,11,0.446081646,0.092945411
Microtus liechtensteini,0.082331196,0,0,0,0.136039077,0.050946915
Microtus limnophilus,0.404195113,0,0,6,0.397652954,0.086291283
Microtus longicaudus,0.490578488,0,0,25,0.493788606,0.102228449
Microtus lusitanicus,0.369047338,0,0,8,0.386665109,0.095373888
Microtus majori,0.307517751,0,0,5,0.369914186,0.084788449
Microtus maximowiczii,0.626725005,1,0,26,0.51789863,0.110609268
Microtus mexicanus,0.287558451,0,0,0,0.347746979,0.079954442
Microtus middendorffi,0.525790295,1,0,12,0.447306962,0.103675516
Microtus miurus,0.363949048,0,0,2,0.352788762,0.093467469
Microtus mongolicus,0.65832481,1,0,34,0.546056235,0.111139871
Microtus montanus,0.398728415,0,0,6,0.379977934,0.10090067
Microtus montebelli,0.717339714,1,0,35,0.580908396,0.118585016
Microtus mujanensis,0.370791096,0,0,0,0.308124937,0.068057568
Microtus multiplex,0.081725398,0,0,0,0.136863599,0.05129442
Microtus oaxacensis,0.660664186,1,0,39,0.575102965,0.092757888
Microtus ochrogaster,0.819991258,1,0,46,0.699682913,0.134152663
Microtus oeconomus,0.759149505,1,0,45,0.643329561,0.119972349
Microtus oregoni,0.370849121,0,0,10,0.407304491,0.104342759
Microtus paradoxus,0.119808668,0,0,0,0.179889747,0.053711753
Microtus pennsylvanicus,0.741235842,1,0,43,0.634725658,0.114045604
Microtus pinetorum,0.776367286,1,0,48,0.648958687,0.114094057
Microtus qazvinensis,0.103569311,0,0,0,0.155761533,0.05824237
Microtus quasiater,0.620303585,1,0,34,0.548651252,0.096179635
Microtus richardsoni,0.536659944,1,0,34,0.549545508,0.115744094
Microtus sachalinensis,0.44374264,0,0,9,0.425684718,0.088766513
Microtus savii,0.069797332,0,0,0,0.126226875,0.053741852
Microtus schelkovnikovi,0.443742323,0,0,10,0.428341202,0.089849365
Microtus schidlovskii,0.153842679,0,0,0,0.1876917,0.055876484
Microtus socialis,0.500056752,1,0,14,0.461715653,0.087958218
Microtus subterraneus,0.601774482,1,0,32,0.542803351,0.108757297
Microtus tatricus,0.348325873,0,0,2,0.352484314,0.083218696
Microtus thomasi,0.334489934,0,0,5,0.374313832,0.086375591
Microtus townsendii,0.437667782,0,0,13,0.443188042,0.105714005
Microtus transcaspicus,0.464484744,0,0,3,0.412199828,0.07773925
Microtus umbrosus,0.571524476,1,0,29,0.505294944,0.094041652
Microtus xanthognathus,0.337567561,0,0,4,0.352804915,0.09306462
Millardia gleadowi,0.497343607,0,0,35,0.54685054,0.097506529
Millardia kathleenae,0.637091316,1,0,46,0.620019629,0.086128041
Millardia kondana,0.654846803,1,0,48,0.628140604,0.088179812
Millardia meltada,0.574370196,1,0,38,0.580921502,0.105936837
Mimetillus moloneyi,0.387598715,0,0,16,0.459032672,0.088459144
Mimon bennettii,0.284213848,0,0,4,0.377737924,0.093345297
Mimon cozumelae,0.575110922,1,0,41,0.584925646,0.08261095
Mimon crenulatum,0.564586729,1,0,46,0.591944932,0.08561485
Mimon koepckeae,0.142961383,0,0,0,0.237549085,0.088791486
Miniopterus africanus,0.2008642,0,0,1,0.296941948,0.085704239
Miniopterus australis,0.399894077,0,0,13,0.446253823,0.090056571
Miniopterus fraterculus,0.137004863,0,0,0,0.235295558,0.078550173
Miniopterus fuscus,0.609507487,1,0,26,0.489466368,0.111638884
Miniopterus gleni,0.2930966,0,0,7,0.410130462,0.085550521
Miniopterus inflatus,0.208455129,0,0,1,0.315012484,0.084801262
Miniopterus magnater,0.504702234,1,0,31,0.508577819,0.098332586
Miniopterus majori,0.305580283,0,0,5,0.389270857,0.090263599
Miniopterus manavi,0.239204675,0,0,2,0.362577097,0.085026863
Miniopterus medius,0.703107612,1,0,47,0.650850462,0.092006668
Miniopterus minor,0.328541903,0,0,7,0.406283459,0.088950898
Miniopterus natalensis,0.04666298,0,0,0,0.105982537,0.05247121
Miniopterus paululus,0.055231825,0,0,0,0.116117029,0.053354564
Miniopterus pusillus,0.68990218,1,0,43,0.623017397,0.103465348
Miniopterus robustior,0.408015339,0,0,8,0.421271853,0.079302079
Miniopterus schreibersii,0.348458816,0,0,3,0.362692401,0.092772032
Miniopterus shortridgei,0.055571669,0,0,0,0.116992942,0.053461387
Miniopterus tristis,0.550418527,1,0,36,0.552864842,0.096798287
Minopterus macrocneme,0.053144439,0,0,0,0.108831891,0.048461563
Miopithecus ogouensis,0.785351456,1,0,50,0.75350927,0.066074555
Miopithecus talapoin,0.836881014,1,1,50,0.827574884,0.042681702
Mirounga angustirostris,0.384880163,0,0,1,0.31606788,0.071097529
Mirounga leonina,0.3116192,0,0,0,0.250745641,0.064940129
Mirza coquereli,0.755398688,1,0,50,0.74239284,0.063109997
Mogera imaizumii,0.594174252,1,0,27,0.517861816,0.088272606
Mogera insularis,0.615344736,1,0,34,0.540853826,0.078732442
Mogera tokudae,0.653633715,1,0,35,0.544654465,0.088298082
Mogera uchidai,0.40311845,0,0,0,0.328438984,0.070123972
Mogera wogura,0.479367064,0,0,13,0.448826795,0.081524964
Molossops aequatorianus,0.289643325,0,0,2,0.332581842,0.090290699
Molossops mattogrossensis,0.359601998,0,0,10,0.433077147,0.09316564
Molossops neglectus,0.3633082,0,0,4,0.399223391,0.085911563
Molossops temminckii,0.086093274,0,0,0,0.16344647,0.066712378
Molossus aztecus,0.335821513,0,0,12,0.409890104,0.107112159
Molossus barnesi,0.478976834,0,0,25,0.504200647,0.090102058
Molossus coibensis,0.423059924,0,0,19,0.475368999,0.091969354
Molossus currentium,0.375805304,0,0,10,0.447659892,0.081987763
Molossus molossus,0.181085463,0,0,0,0.246832018,0.071125918
Molossus pretiosus,0.590710482,1,0,43,0.576661562,0.083125563
Molossus rufus,0.263247391,0,0,1,0.327278284,0.078861688
Molossus sinaloae,0.241648245,0,0,4,0.342047717,0.092616475
Monachus monachus,0.318014096,0,0,1,0.309302937,0.06315086
Monachus schauinslandi,0.301870477,0,0,0,0.278022735,0.063423323
Monachus tropicalis,0.201457955,0,0,0,0.239460073,0.062840163
Monodelphis adusta,0.43595284,0,0,28,0.514149429,0.085028088
Monodelphis americana,0.197195585,0,0,2,0.334281512,0.085071665
Monodelphis brevicaudata,0.079968926,0,0,0,0.165888991,0.06061109
Monodelphis dimidiata,0.080910913,0,0,0,0.182439062,0.066541194
Monodelphis domestica,0.157691685,0,0,2,0.261534023,0.115405125
Monodelphis emiliae,0.657182316,1,0,45,0.599208585,0.094422978
Monodelphis glirina,0.054927712,0,0,0,0.13984234,0.053955684
Monodelphis iheringi,0.18926051,0,0,0,0.285460416,0.083074191
Monodelphis kunsi,0.156639979,0,0,1,0.271292937,0.076721388
Monodelphis maraxina,0.569355145,1,0,43,0.598861339,0.098374426
Monodelphis osgoodi,0.1847486,0,0,0,0.286724114,0.084327071
Monodelphis palliolata,0.062611508,0,0,0,0.134975474,0.053270734
Monodelphis rubida,0.211650642,0,0,0,0.324560299,0.083497168
Monodelphis scalops,0.282725644,0,0,1,0.332577828,0.08219091
Monodelphis sorex,0.169577341,0,0,0,0.288981134,0.090385565
Monodelphis theresa,0.230107437,0,0,1,0.345771784,0.087666692
Monodelphis umbristriata,0.056159402,0,0,0,0.130332485,0.051577282
Monodelphis unistriata,0.338018208,0,0,1,0.34762108,0.08851947
Monodon monoceros,0.087830051,0,0,0,0.142841237,0.054397295
Monophyllus plethodon,0.522585421,1,0,24,0.498482867,0.090891746
Monophyllus redmani,0.562185615,1,0,43,0.591243678,0.088043264
Monticolomys koopmani,0.093007752,0,0,0,0.148258705,0.05587782
Mops brachypterus,0.45235188,0,0,20,0.494429836,0.096987704
Mops condylurus,0.263220279,0,0,1,0.363278303,0.08231728
Mops congicus,0.579977463,1,0,41,0.584381364,0.086662344
Mops demonstrator,0.477065792,0,0,27,0.512769283,0.091096329
Mops leucostigma,0.269365426,0,0,3,0.380908106,0.078702163
Mops midas,0.288589172,0,0,2,0.386541751,0.094161486
Mops mops,0.736282018,1,0,49,0.67206062,0.085638671
Mops nanulus,0.444069329,0,0,21,0.487194412,0.094217819
Mops niangarae,0.560045961,1,0,30,0.522193511,0.094138537
Mops niveiventer,0.166445275,0,0,0,0.230891391,0.080753667
Mops petersoni,0.553991379,1,0,37,0.564302479,0.085774985
Mops sarasinorum,0.587097648,1,0,38,0.559813838,0.091513638
Mops spurrelli,0.538866141,1,0,39,0.563214889,0.090662365
Mops thersites,0.491952707,0,0,24,0.500923013,0.084021618
Mops trevori,0.564441736,1,0,35,0.555058627,0.092275488
Mormoops blainvillii,0.507738656,1,0,30,0.519036052,0.082610148
Mormoops magna,0.054013794,0,0,0,0.108240382,0.048838236
Mormoops megalophylla,0.16077933,0,0,1,0.246491851,0.091629089
Mormopterus acetabulosus,0.228136233,0,0,0,0.310448384,0.089257109
Mormopterus beccarii,0.426054893,0,0,4,0.392846358,0.095613587
Mormopterus doriae,0.567075994,1,0,39,0.564251598,0.087873469
Mormopterus jugularis,0.266434878,0,0,3,0.370499144,0.084544337
Mormopterus kalinowskii,0.14056933,0,0,0,0.218688834,0.084184694
Mormopterus loriae,0.507155189,1,0,20,0.464526937,0.113067533
Mormopterus minutus,0.580092298,1,0,40,0.568933294,0.085707698
Mormopterus norfolkensis,0.14819013,0,0,0,0.212407094,0.069544904
Mormopterus phrudus,0.203590755,0,0,0,0.268513246,0.085196327
Mormopterus planiceps,0.130893958,0,0,0,0.186118932,0.069167338
Moschiola meminna,0.826467573,1,1,50,0.770413711,0.062952328
Moschus anhuiensis,0.159378332,0,0,0,0.211762291,0.072949589
Moschus berezovskii,0.827496474,1,1,50,0.742989591,0.069652254
Moschus chrysogaster,0.598478366,1,0,46,0.607607326,0.089605107
Moschus cupreus,0.131583895,0,0,0,0.209065332,0.071874283
Moschus fuscus,0.573783171,1,0,48,0.616157392,0.087890231
Moschus leucogaster,0.128155348,0,0,0,0.204376311,0.0717809
Moschus moschiferus,0.654658982,1,0,45,0.617818507,0.091487552
Mosia nigrescens,0.626920884,1,0,39,0.588120352,0.102707893
Mungos gambianus,0.820483543,1,0,50,0.774140283,0.071278993
Mungos mungo,0.454733597,0,0,29,0.513262795,0.095389699
Mungotictis decemlineata,0.727973354,1,0,48,0.662450605,0.077410812
Muntiacus atherodes,0.90650261,1,1,50,0.843053767,0.056029582
Muntiacus crinifrons,0.89759893,1,1,50,0.797271373,0.067731832
Muntiacus feae,0.905838178,1,1,50,0.85958441,0.052449875
Muntiacus gongshanensis,0.69997073,1,0,46,0.611140067,0.087984706
Muntiacus muntjak,0.91686432,1,1,50,0.863240425,0.053725655
Muntiacus puhoatensis,0.878887151,1,1,50,0.769563259,0.062216103
Muntiacus putaoensis,0.628131117,1,0,47,0.588187096,0.08300439
Muntiacus reevesi,0.916394579,1,1,50,0.817501947,0.064430125
Muntiacus rooseveltorum,0.821886542,1,0,50,0.743383916,0.06059776
Muntiacus truongsonensis,0.889725425,1,1,50,0.817439481,0.058226554
Muntiacus vuquangensis,0.870851727,1,1,50,0.80677882,0.059371112
Murexechinus melanurus,0.597011402,1,0,38,0.563509463,0.086873338
Murexia longicaudata,0.66364894,1,0,47,0.6093572,0.083422309
Muriculus imberbis,0.315578962,0,0,7,0.415229358,0.086866771
Murina aenea,0.65703178,1,0,48,0.647643518,0.091683208
Murina aurata,0.272647406,0,0,4,0.381086158,0.091789812
Murina cyclotis,0.477648407,0,0,29,0.513134129,0.102163689
Murina florium,0.532409552,1,0,31,0.525707863,0.102564421
Murina fusca,0.457122895,0,0,8,0.426945971,0.093576263
Murina grisea,0.546230353,1,0,32,0.534096169,0.098215493
Murina hilgendorfi,0.238274422,0,0,2,0.307608007,0.094223988
Murina huttonii,0.206913538,0,0,1,0.313685996,0.087317112
Murina leucogaster,0.52953456,1,0,20,0.476119416,0.117511362
Murina puta,0.51595243,1,0,23,0.483076259,0.101514307
Murina rozendaali,0.730322665,1,0,49,0.6767415,0.086689824
Murina ryukyuana,0.600051532,1,0,26,0.504436737,0.113707012
Murina silvatica,0.475838164,0,0,15,0.445965192,0.111300852
Murina suilla,0.65215005,1,0,47,0.623797546,0.093658415
Murina tenebrosa,0.517728995,1,0,17,0.461900923,0.112425451
Murina tubinaris,0.345134689,0,0,11,0.428294119,0.09562026
Murina ussuriensis,0.26216977,0,0,3,0.327677728,0.09458704
Mus baoulei,0.362125685,0,0,17,0.455715419,0.090009803
Mus booduga,0.482036177,0,0,21,0.49027907,0.100792654
Mus bufo,0.199538807,0,0,2,0.347561628,0.085886988
Mus callewaerti,0.130756093,0,0,0,0.22341362,0.076359198
Mus caroli,0.189505621,0,0,5,0.293893801,0.150952582
Mus cervicolor,0.260578052,0,0,9,0.399219493,0.109450137
Mus cookii,0.368124855,0,0,10,0.439485118,0.08647342
Mus crociduroides,0.704150757,1,0,47,0.619114594,0.078426991
Mus famulus,0.669057835,1,0,47,0.610820276,0.083481914
Mus fernandoni,0.656523466,1,0,46,0.606655116,0.081780017
Mus fragilicauda,0.047102069,0,0,0,0.097449626,0.048339228
Mus goundae,0.243516201,0,0,1,0.321859819,0.083255734
Mus haussa,0.428583286,0,0,23,0.501566455,0.094051482
Mus indutus,0.099077884,0,0,0,0.182787048,0.063951371
Mus macedonicus,0.307763934,0,0,2,0.370241805,0.090765404
Mus mahomet,0.192253346,0,0,1,0.332367835,0.078234866
Mus mattheyi,0.507104912,1,0,33,0.53121701,0.092814722
Mus mayori,0.606929293,1,0,40,0.581156858,0.085477709
Mus minutoides,0.124877925,0,0,0,0.198226782,0.059476539
Mus musculoides,0.121476347,0,0,0,0.250326562,0.080672712
Mus musculus,0.054365361,0,0,0,0.120442533,0.056645756
Mus neavei,0.182198012,0,0,0,0.257289843,0.076739056
Mus orangiae,0.19186417,0,0,0,0.258227262,0.082341823
Mus oubanguii,0.338104374,0,0,6,0.400550663,0.086358842
Mus pahari,0.085158419,0,0,1,0.198369977,0.099741035
Mus phillipsi,0.535827361,1,0,25,0.531749355,0.112162427
Mus platythrix,0.699443531,1,0,49,0.659367589,0.09882062
Mus saxicola,0.577389046,1,0,34,0.546930078,0.091497133
Mus setulosus,0.376494962,0,0,11,0.437053004,0.090114672
Mus setzeri,0.102683997,0,0,0,0.193173605,0.069238838
Mus shortridgei,0.742470073,1,0,49,0.684451821,0.101232331
Mus sorella,0.290646849,0,0,6,0.399738002,0.089581166
Mus spicilegus,0.322920972,0,0,6,0.386374328,0.107035428
Mus spretus,0.350627796,0,0,6,0.385887481,0.094850815
Mus tenellus,0.192192157,0,0,2,0.311690851,0.082727248
Mus terricolor,0.52407058,1,0,30,0.531593578,0.09849204
Mus triton,0.200086392,0,0,0,0.31849996,0.080448403
Mus vulcani,0.681966688,1,0,43,0.611574571,0.103008422
Muscardinus avellanarius,0.177683007,0,0,2,0.326761232,0.088702308
Musonycteris harrisoni,0.364747921,0,0,13,0.423952658,0.097774321
Mustela africana,0.793832266,1,0,48,0.680288578,0.091096005
Mustela altaica,0.741685295,1,0,30,0.53184842,0.101584905
Mustela erminea,0.875393371,1,1,48,0.767278826,0.106052687
Mustela eversmanii,0.517110128,1,0,8,0.423991431,0.091688049
Mustela felipei,0.559792857,1,0,36,0.543721217,0.085990915
Mustela frenata,0.737242914,1,0,43,0.597184979,0.095298558
Mustela itatsi,0.69434149,1,0,44,0.599780984,0.083858629
Mustela kathiah,0.804858528,1,0,49,0.652365407,0.098607735
Mustela lutreola,0.695921264,1,0,33,0.54923743,0.112760585
Mustela lutreolina,0.87639007,1,1,50,0.788851258,0.076315633
Mustela nigripes,0.210293602,0,0,0,0.227111728,0.080294742
Mustela nivalis,0.609035601,1,0,14,0.474091558,0.095606238
Mustela nudipes,0.888715024,1,1,50,0.801218523,0.075585532
Mustela putorius,0.864205732,1,1,45,0.726195242,0.131413065
Mustela sibirica,0.847244301,1,1,49,0.688676834,0.110552999
Mustela strigidorsa,0.548966803,1,0,40,0.560821354,0.093854492
Mustela subpalmata,0.442310672,0,0,10,0.430093484,0.085454742
Mydaus javanensis,0.804659602,1,0,50,0.780032729,0.077760035
Mydaus marchei,0.931092327,1,1,50,0.854400922,0.052987063
Mylomys dybowskii,0.627851505,1,0,44,0.592253332,0.082636002
Mylomys rex,0.120070582,0,0,0,0.166934556,0.058156629
Myocastor coypus,0.103746959,0,0,0,0.200552451,0.078995629
Myodes andersoni,0.547308653,1,0,15,0.481772981,0.092531491
Myodes californicus,0.332745247,0,0,2,0.35585243,0.092198889
Myodes centralis,0.547360372,1,0,24,0.492802146,0.101363107
Myodes gapperi,0.465558846,0,0,15,0.441533512,0.11270028
Myodes glareolus,0.419651447,0,0,9,0.418797089,0.097889288
Myodes imaizumii,0.086666298,0,0,0,0.137513116,0.050180137
Myodes regulus,0.752903008,1,0,43,0.612248274,0.109876087
Myodes rex,0.626547108,1,0,34,0.556658822,0.109529582
Myodes rufocanus,0.533671146,1,0,17,0.470717188,0.099901417
Myodes rutilus,0.477700729,0,0,17,0.456979725,0.113977955
Myodes shanseius,0.758029147,1,0,43,0.611834254,0.108784397
Myodes smithii,0.693488043,1,0,35,0.56713821,0.118698648
Myoictis melas,0.45914484,0,0,24,0.505897146,0.098401737
Myoictis wallacii,0.679707635,1,0,48,0.639952756,0.0981362
Myomimus personatus,0.32212119,0,0,4,0.398396348,0.085598884
Myomimus roachi,0.289910153,0,0,0,0.341436543,0.075846331
Myomimus setzeri,0.311735415,0,0,6,0.398721981,0.094077276
Myomyscus angolensis,0.275714697,0,0,1,0.3608802,0.080398336
Myomyscus brockmani,0.280033411,0,0,3,0.371906795,0.074907002
Myomyscus verreauxii,0.098705334,0,0,0,0.170017824,0.06094439
Myomyscus yemeni,0.460090105,0,0,26,0.487963546,0.086948011
Myonycteris brachycephala,0.632987999,1,0,45,0.607491737,0.082145922
Myonycteris relicta,0.573760316,1,0,45,0.598488414,0.080907742
Myonycteris torquata,0.5663744,1,0,43,0.581339646,0.086212667
Myoprocta acouchy,0.531836769,1,0,34,0.549945565,0.097468421
Myoprocta pratti,0.143371657,0,0,0,0.220624402,0.059033776
Myopterus daubentonii,0.512527933,1,0,34,0.534864615,0.093160532
Myopterus whitleyi,0.438366247,0,0,17,0.473010707,0.087832749
Myopus schisticolor,0.36162989,0,0,12,0.415561573,0.103153885
Myosciurus pumilio,0.650206688,1,0,45,0.605506218,0.084156142
Myosorex babaulti,0.356104118,0,0,6,0.380699261,0.101412123
Myosorex blarina,0.403862776,0,0,14,0.440865204,0.089140193
Myosorex cafer,0.20964579,0,0,1,0.302636666,0.081778031
Myosorex eisentrauti,0.600348501,1,0,38,0.561819064,0.087712076
Myosorex geata,0.649645576,1,0,42,0.588658339,0.087679042
Myosorex kihaulei,0.091426309,0,0,0,0.139612166,0.057252202
Myosorex longicaudatus,0.244124836,0,0,0,0.260850468,0.079859945
Myosorex okuensis,0.428622246,0,0,16,0.458191129,0.086556779
Myosorex rumpii,0.57798824,1,0,37,0.547218764,0.094158553
Myosorex schalleri,0.430974082,0,0,12,0.435134388,0.090250746
Myosorex sclateri,0.385043624,0,0,4,0.382748899,0.083498263
Myosorex tenuis,0.308462709,0,0,0,0.313059154,0.080824667
Myosorex varius,0.113166768,0,0,0,0.166329393,0.059022348
Myosorex zinki,0.118530108,0,0,0,0.160273489,0.0564126
Myospalax aspalax,0.325468828,0,0,0,0.368173349,0.064918392
Myospalax myospalax,0.173712166,0,0,0,0.280220015,0.063932838
Myospalax psilurus,0.362410205,0,0,0,0.386608199,0.066409181
Myotis abei,0.307812612,0,0,1,0.331755924,0.079610978
Myotis adversus,0.754498379,1,0,47,0.655175727,0.100065316
Myotis aelleni,0.100229281,0,0,0,0.149724435,0.06413748
Myotis albescens,0.251600037,0,0,1,0.312331849,0.074727344
